filename,label,source
ESC50_3-203373-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_3-203373-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_3-203373-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_3-203374-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_3-203374-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_3-203374-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_3-203375-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_3-203375-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_3-203375-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_3-203377-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_3-203377-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_3-203377-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_3-216280-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_3-216280-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_3-216280-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_3-216281-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_3-216281-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_3-216281-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_3-216284-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_3-216284-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_3-216284-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_4-204115-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_4-204115-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_4-204115-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_4-204119-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_4-204119-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_4-204119-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_4-204121-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_4-204121-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_4-204121-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_4-204123-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_4-204123-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_4-204123-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_4-204777-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_4-204777-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_4-204777-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_4-204777-B-39_noise.npy,glass breaking,ESC-50_noise
ESC50_4-204777-B-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_4-204777-B-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_4-204777-C-39_noise.npy,glass breaking,ESC-50_noise
ESC50_4-204777-C-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_4-204777-C-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_4-212698-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_4-212698-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_4-212698-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_5-221528-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_5-221528-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_5-221528-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_5-221529-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_5-221529-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_5-221529-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_5-233605-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_5-233605-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_5-233605-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_5-233607-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_5-233607-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_5-233607-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_5-257642-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_5-257642-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_5-257642-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_5-260432-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_5-260432-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_5-260432-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_5-260433-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_5-260433-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_5-260433-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
ESC50_5-260434-A-39_noise.npy,glass breaking,ESC-50_noise
ESC50_5-260434-A-39_timestretch.npy,glass breaking,ESC-50_timestretch
ESC50_5-260434-A-39_pitchshift.npy,glass breaking,ESC-50_pitchshift
US8K_102853-8-0-0_noise.npy,siren,UrbanSound8K_noise
US8K_102853-8-0-0_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102853-8-0-0_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102853-8-0-1_noise.npy,siren,UrbanSound8K_noise
US8K_102853-8-0-1_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102853-8-0-1_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102853-8-0-2_noise.npy,siren,UrbanSound8K_noise
US8K_102853-8-0-2_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102853-8-0-2_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102853-8-0-3_noise.npy,siren,UrbanSound8K_noise
US8K_102853-8-0-3_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102853-8-0-3_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102853-8-0-4_noise.npy,siren,UrbanSound8K_noise
US8K_102853-8-0-4_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102853-8-0-4_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102853-8-0-5_noise.npy,siren,UrbanSound8K_noise
US8K_102853-8-0-5_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102853-8-0-5_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102853-8-0-6_noise.npy,siren,UrbanSound8K_noise
US8K_102853-8-0-6_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102853-8-0-6_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102853-8-1-0_noise.npy,siren,UrbanSound8K_noise
US8K_102853-8-1-0_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102853-8-1-0_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-0_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-0_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-0_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-1_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-1_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-1_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-10_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-10_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-10_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-11_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-11_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-11_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-12_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-12_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-12_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-13_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-13_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-13_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-14_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-14_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-14_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-15_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-15_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-15_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-2_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-2_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-2_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-3_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-3_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-3_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-4_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-4_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-4_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-5_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-5_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-5_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-6_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-6_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-6_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-7_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-7_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-7_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-8_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-8_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-8_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_102871-8-0-9_noise.npy,siren,UrbanSound8K_noise
US8K_102871-8-0-9_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_102871-8-0-9_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-0-0_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-0-0_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-0-0_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-0-1_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-0-1_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-0-1_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-0-2_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-0-2_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-0-2_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-0-3_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-0-3_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-0-3_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-0-4_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-0-4_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-0-4_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-0-5_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-0-5_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-0-5_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-1-0_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-1-0_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-1-0_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-1-1_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-1-1_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-1-1_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-1-2_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-1-2_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-1-2_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-1-3_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-1-3_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-1-3_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-1-4_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-1-4_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-1-4_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-2-0_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-2-0_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-2-0_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-2-1_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-2-1_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-2-1_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-2-2_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-2-2_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-2-2_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-2-3_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-2-3_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-2-3_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-2-4_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-2-4_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-2-4_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-2-5_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-2-5_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-2-5_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-2-6_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-2-6_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-2-6_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_105289-8-2-7_noise.npy,siren,UrbanSound8K_noise
US8K_105289-8-2-7_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_105289-8-2-7_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_106905-8-0-0_noise.npy,siren,UrbanSound8K_noise
US8K_106905-8-0-0_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_106905-8-0-0_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_106905-8-0-1_noise.npy,siren,UrbanSound8K_noise
US8K_106905-8-0-1_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_106905-8-0-1_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_106905-8-0-2_noise.npy,siren,UrbanSound8K_noise
US8K_106905-8-0-2_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_106905-8-0-2_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_106905-8-0-3_noise.npy,siren,UrbanSound8K_noise
US8K_106905-8-0-3_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_106905-8-0-3_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-0-0_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-0-0_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-0-0_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-0-1_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-0-1_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-0-1_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-0-2_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-0-2_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-0-2_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-0-3_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-0-3_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-0-3_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-0-4_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-0-4_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-0-4_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-0-5_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-0-5_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-0-5_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-0-6_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-0-6_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-0-6_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-0-7_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-0-7_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-0-7_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-0-8_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-0-8_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-0-8_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-0_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-0_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-0_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-1_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-1_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-1_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-10_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-10_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-10_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-11_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-11_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-11_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-12_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-12_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-12_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-13_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-13_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-13_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-14_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-14_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-14_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-15_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-15_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-15_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-16_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-16_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-16_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-17_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-17_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-17_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-18_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-18_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-18_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-2_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-2_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-2_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-3_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-3_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-3_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-4_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-4_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-4_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-5_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-5_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-5_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-6_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-6_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-6_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-7_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-7_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-7_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-8_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-8_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-8_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_107357-8-1-9_noise.npy,siren,UrbanSound8K_noise
US8K_107357-8-1-9_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_107357-8-1-9_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_111671-8-0-0_noise.npy,siren,UrbanSound8K_noise
US8K_111671-8-0-0_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_111671-8-0-0_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_111671-8-0-1_noise.npy,siren,UrbanSound8K_noise
US8K_111671-8-0-1_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_111671-8-0-1_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_111671-8-0-10_noise.npy,siren,UrbanSound8K_noise
US8K_111671-8-0-10_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_111671-8-0-10_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_111671-8-0-11_noise.npy,siren,UrbanSound8K_noise
US8K_111671-8-0-11_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_111671-8-0-11_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_111671-8-0-12_noise.npy,siren,UrbanSound8K_noise
US8K_111671-8-0-12_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_111671-8-0-12_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_111671-8-0-13_noise.npy,siren,UrbanSound8K_noise
US8K_111671-8-0-13_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_111671-8-0-13_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_111671-8-0-14_noise.npy,siren,UrbanSound8K_noise
US8K_111671-8-0-14_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_111671-8-0-14_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_111671-8-0-15_noise.npy,siren,UrbanSound8K_noise
US8K_111671-8-0-15_timestretch.npy,siren,UrbanSound8K_timestretch
US8K_111671-8-0-15_pitchshift.npy,siren,UrbanSound8K_pitchshift
US8K_111671-8-0-16_noise.npy,siren,UrbanSound8K_noise
US8K_111671-8-0-16_timestretch.npy,siren,UrbanSound8K_timestretch
